	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	USERID	TweetTime	TweetID	Tweet	(1) Very General	(2) General	(3) Specific	(4) Very specific	(5) Extremely Specific	NA	Majority	Score	Time	time_zone	weeks	hours	month	date
2040	3171	3171	3171	3171	3171	26936084	2015	582718835498881024	Why just 'Neville' ? WHY ? #RAWAfterMania	0	3	2	1	0	0	2	2.6666666666666665	Tue Mar 31 01:39:31 +0000 2015	Central Time (US & Canada)	Mon	21	Mar	30
2041	3178	3178	3178	3178	3178	27254725	2010	13094851393	LMFAO LEGITS SUCH AN ANNOYING WORD	1	2	2	0	2	0	2	3.0	Thu Apr 29 23:00:29 +0000 2010	Eastern Time (US & Canada)	Thu	18	Apr	29
2042	3179	3179	3179	3179	3179	27254725	2009	5299629172	Hyper . . . had so much candy . . . . getting even more . . . . tomorrow . . . . AAAH ! 	2	4	0	1	0	0	2	2.0	Fri Oct 30 22:30:42 +0000 2009	Eastern Time (US & Canada)	Fri	18	Oct	30
2043	3188	3188	3188	3188	3188	261570576	2017	888495781673656321	Satisfy your Chinese craving with this <USER> Stir Fry recipe ! A new lunch staple ! #Promotion #PerdueCrew -… <URL>	0	1	1	2	1	0	4	3.6	Fri Jul 21 20:27:56 +0000 2017	Pacific Time (US & Canada)	Fri	13	Jul	21
2044	3189	3189	3189	3189	3189	261570576	2017	865659323682136064	Get your weekly dinner recipes , shopping lists , and more from <USER> ! #Promotion #PerdueCrew -… <URL>	0	1	3	0	1	0	3	3.2	Fri May 19 20:04:00 +0000 2017	Pacific Time (US & Canada)	Fri	13	May	19
2045	3194	3194	3194	3194	3194	264445586	2012	181722940197437441	for all my family; this is the puppies new home and her 'big sister' shiloh . They named her Suzie which fits her . . . <URL>	0	1	1	2	2	0	4	3.8333333333333335	Mon Mar 19 12:44:59 +0000 2012	Central Time (US & Canada)	Mon	8	Mar	19
2046	3195	3195	3195	3195	3195	264445586	2012	190870901577887745	Tap Water Optical Illusion - Visual Phenomena and Optical Illusions <URL>	0	3	2	0	1	0	2	2.833333333333333	Fri Apr 13 18:35:43 +0000 2012	Central Time (US & Canada)	Fri	14	Apr	13
2047	3196	3196	3196	3196	3196	2650598568	2016	787664590674862080	Playdough is what your mother buys you if she likes pintrest . 	0	1	4	1	0	0	3	3.0	Sun Oct 16 14:40:47 +0000 2016	Mountain Time (US & Canada)	Sun	10	Oct	16
2048	3197	3197	3197	3197	3197	2650598568	2015	626071459442483200	<USER> <USER> who would be the better person to fake their death ? 	0	5	0	0	1	0	2	2.5	Tue Jul 28 16:47:22 +0000 2015	Mountain Time (US & Canada)	Tue	12	Jul	28
2049	3200	3200	3200	3200	3200	26526284	2017	924746566753243139	Fox’s new prime-time lineup is Breitbart TV <URL>	0	0	2	3	1	0	4	3.8333333333333335	Sun Oct 29 21:15:37 +0000 2017	Eastern Time (US & Canada)	Sun	16	Oct	29
2050	3201	3201	3201	3201	3201	26526284	2017	897404692367585280	What A 1940s Government Film Said About Fascism Is Relevant In 2017 - - Windstream <URL>	0	1	2	1	2	0	3	3.6666666666666665	Tue Aug 15 10:28:46 +0000 2017	Eastern Time (US & Canada)	Tue	5	Aug	15
2051	3216	3216	3216	3216	3216	29607309	2013	401368969124118529	My exam scheduled for today just got moved to next week . Good thing I procrastinate and had n't started studying yet #procrastinationpaysoff	0	1	5	1	0	0	3	3.0	Fri Nov 15 15:19:53 +0000 2013	Central Time (US & Canada)	Fri	9	Nov	15
2052	3217	3217	3217	3217	3217	29607309	2012	154047734628876288	Ca n't wait for next semester to start up	1	6	0	0	0	0	2	1.8571428571428568	Tue Jan 03 03:53:36 +0000 2012	Central Time (US & Canada)	Mon	22	Jan	2
2053	3218	3218	3218	3218	3218	28152959	2014	431966350291267584	<USER> I just ca n't get past the culling of stray dogs . I do n't think I can watch . 	0	3	1	1	0	0	2	2.6	Sat Feb 08 01:42:58 +0000 2014	Central Time (US & Canada)	Fri	20	Feb	7
2054	3219	3219	3219	3219	3219	28152959	2014	494172562600239105	<USER> I wanna be on your list too  😄🍸 	0	4	0	1	0	0	2	2.4	Tue Jul 29 17:28:14 +0000 2014	Central Time (US & Canada)	Tue	12	Jul	29
2055	3220	3220	3220	3220	3220	28157799	2009	1487593176	watching the new Office , , its hilarious	0	0	4	1	0	0	3	3.2	Fri Apr 10 01:38:04 +0000 2009	Central Time (US & Canada)	Thu	21	Apr	9
2056	3221	3221	3221	3221	3221	28157799	2009	1510187438	All the Rock Band stuff at Best Buy is janked . And the Guitar Hero in is Metallica . So in other words , that sucked . I do n't like Metallica . 	0	0	2	3	0	0	4	3.6	Mon Apr 13 16:53:43 +0000 2009	Central Time (US & Canada)	Mon	12	Apr	13
2057	3222	3222	3222	3222	3222	28158744	2017	847044205692276736	It 's always one smh : 'do you like tall girls cause you have a napoleon complex ? 	0	4	1	0	0	0	2	2.2	Wed Mar 29 11:14:10 +0000 2017	Eastern Time (US & Canada)	Wed	6	Mar	29
2058	3223	3223	3223	3223	3223	28158744	2017	850490113389932544	<USER> Lol why such the specific age , but trueeee	1	2	1	1	0	0	2	2.4	Fri Apr 07 23:26:59 +0000 2017	Eastern Time (US & Canada)	Fri	18	Apr	7
2059	3224	3224	3224	3224	3224	28170925	2015	600094574120415232	<USER> <USER> <USER> She prefers to write it off as trolling rather than have to answer to actual fan concerns . 	0	3	2	0	0	0	2	2.4	Mon May 18 00:24:30 +0000 2015	Central Time (US & Canada)	Sun	19	May	17
2060	3225	3225	3225	3225	3225	28170925	2015	623470278081945600	Morla . I'm sorry I stepped in your hidey hole . But you cannot dig a new hole in the corner of the… <URL>	0	1	2	2	0	0	3	3.2	Tue Jul 21 12:31:12 +0000 2015	Central Time (US & Canada)	Tue	8	Jul	21
2061	3226	3226	3226	3226	3226	2817465591	2015	647656451532587008	<USER> ALL OF NICKI	1	3	0	1	0	0	2	2.2	Sat Sep 26 06:18:25 +0000 2015	Pacific Time (US & Canada)	Fri	23	Sep	25
2062	3227	3227	3227	3227	3227	2817465591	2015	656905676787052545	<USER> do you guys still have the crybaby vinyl by melanie martinez ? 	0	0	2	2	1	0	3	3.8	Wed Oct 21 18:51:32 +0000 2015	Pacific Time (US & Canada)	Wed	12	Oct	21
2063	3228	3228	3228	3228	3228	28249793	2009	4469052256	Last chance on special introductory pricing on the Cryosuccess . Wednesday is the final day . Order now while there is time . 	0	0	2	2	1	0	3	3.8	Tue Sep 29 12:47:52 +0000 2009	Central Time (US & Canada)	Tue	8	Sep	29
2064	3229	3229	3229	3229	3229	28249793	2010	9929460733	New Fischer Parts Reference Price List coming soon . Look for it online at <URL>	0	0	3	0	2	0	3	3.8	Wed Mar 03 15:56:36 +0000 2010	Central Time (US & Canada)	Wed	10	Mar	3
2065	3230	3230	3230	3230	3230	2825159372	2016	716636875621007361	I liked a <USER> video from <USER> <URL> Let 's Ploy ! Dragon Age : Inquisition ( 1 ) : Introducing the Inquisitor	0	1	1	2	1	0	4	3.6	Sun Apr 03 14:42:00 +0000 2016	Central Time (US & Canada)	Sun	10	Apr	3
2066	3231	3231	3231	3231	3231	2825159372	2014	527473416883175424	<USER> Thanks for the comment on youtube . Put up a video for a code giveaway and hopefully , that will give a better turnout . 	0	0	2	3	0	0	4	3.6	Wed Oct 29 14:53:57 +0000 2014	Central Time (US & Canada)	Wed	10	Oct	29
2067	3232	3232	3232	3232	3232	2825575112	2017	864982574359117824	Okay but what if Mueller hires Comey as part of his staff ? lmao do it Mueller <URL>	0	0	2	1	2	0	3	4.0	Wed May 17 23:14:50 +0000 2017	Pacific Time (US & Canada)	Wed	16	May	17
2068	3233	3233	3233	3233	3233	2825575112	2017	868583131032412160	<USER> genetic diversity is an important protection against disease and debilitating conditions	0	1	2	2	0	0	3	3.2	Sat May 27 21:42:10 +0000 2017	Pacific Time (US & Canada)	Sat	15	May	27
2069	3234	3234	3234	3234	3234	28260118	2010	26488075782	Ok , who do I shush first ? The crazy laugher ? The guitar player ? The loud headphone wearer ? The cell-phone user ? Too many choices ! ! ! 	0	3	1	0	1	0	2	2.8	Tue Oct 05 20:32:32 +0000 2010	Central Time (US & Canada)	Tue	16	Oct	5
2070	3235	3235	3235	3235	3235	28260118	2010	11897189232	Why you ca n't work at work : Offices are optimized for interruptions and interruptions are the enemy of work , creat . . . <URL>	0	3	0	2	0	0	2	2.8	Fri Apr 09 19:29:59 +0000 2010	Central Time (US & Canada)	Fri	14	Apr	9
2071	3236	3236	3236	3236	3236	28270328	2017	920498812963180545	<USER> You turn heel . Habs on a losing streak to start the season . Coincidence ? #Itsallyyourfault #SamiKreider	0	2	3	0	0	0	3	2.6	Wed Oct 18 03:56:33 +0000 2017	Central Time (US & Canada)	Tue	23	Oct	17
2072	3237	3237	3237	3237	3237	28270328	2010	7282846959	Happy New Year from the heart of corndog country . 	0	3	0	2	0	0	2	2.8	Fri Jan 01 23:53:37 +0000 2010	Central Time (US & Canada)	Fri	18	Jan	1
2073	3238	3238	3238	3238	3238	29068634	2011	121488687765794816	<USER> Any chance I can get my name dropped in on that song ur writing on the bus , Brock is the name . . . Mahalo	0	2	3	1	0	0	3	2.833333333333333	Wed Oct 05 07:35:34 +0000 2011	Eastern Time (US & Canada)	Wed	3	Oct	5
2074	3239	3239	3239	3239	3239	29068634	2011	103695413927878657	T . P stopped the draft ! ! ! ! ! ! 	0	5	1	0	0	0	2	2.1666666666666665	Wed Aug 17 05:11:27 +0000 2011	Eastern Time (US & Canada)	Wed	0	Aug	17
2075	3242	3242	3242	3242	3242	2907123608	2016	782703875870498817	My fetish is making my friends happy	0	2	2	2	0	0	2	3.0	Sun Oct 02 22:08:40 +0000 2016	Pacific Time (US & Canada)	Sun	15	Oct	2
2076	3243	3243	3243	3243	3243	2907123608	2017	872180242684694529	I forgot just how unbelievable cold you get . 	2	4	0	0	0	0	2	1.6666666666666667	Tue Jun 06 19:55:48 +0000 2017	Pacific Time (US & Canada)	Tue	13	Jun	6
2077	3244	3244	3244	3244	3244	2907316207	2017	903691989790707712	Oh to be Taylor Swift . Young , rich , pretty , successful , talented . No wonder guys do n't stick around . She 's a major BADASS . #TaylorSwift	0	0	3	1	2	0	3	3.8333333333333335	Fri Sep 01 18:52:14 +0000 2017	Mountain Time (US & Canada)	Fri	14	Sep	1
2078	3245	3245	3245	3245	3245	2907316207	2016	739668598818365440	<USER> <USER> I'm sure she is . BUT people make snap judgments on how you look , act , etc . She lost a lot of fans . 	0	4	1	1	0	0	2	2.5	Mon Jun 06 04:01:50 +0000 2016	Mountain Time (US & Canada)	Sun	23	Jun	5
2079	3250	3250	3250	3250	3250	286480054	2013	350043403897143297	White grape and peach sangria  ❤ 	0	1	3	1	0	0	3	3.0	Thu Jun 27 00:10:25 +0000 2013	Eastern Time (US & Canada)	Wed	19	Jun	26
2080	3251	3251	3251	3251	3251	286480054	2017	875464424156532736	I ca n't explain it but man I want to punch Ree Drummond in the face	0	1	4	0	0	0	3	2.8	Thu Jun 15 21:25:58 +0000 2017	Eastern Time (US & Canada)	Thu	16	Jun	15
2081	3262	3262	3262	3262	3262	300028558	2012	234921029414293504	I keep finding myself automatically going on the internet all the time because there 's nothing else on this shite phone that I can do . 	0	2	1	2	0	0	2	3.0	Mon Aug 13 07:55:12 +0000 2012	Eastern Time (US & Canada)	Mon	3	Aug	13
2082	3263	3263	3263	3263	3263	300028558	2012	234896488214454272	Hey , you know what ? The universe hates me . THE WHOLE ENTIRE UNIVERSE . 	1	3	0	0	1	0	2	2.4	Mon Aug 13 06:17:41 +0000 2012	Eastern Time (US & Canada)	Mon	1	Aug	13
2083	3264	3264	3264	3264	3264	30013968	2010	22659445080	Today I watched a workout video from bed . New low . 	0	2	2	0	1	0	2	3.0	Tue Aug 31 23:42:53 +0000 2010	Quito	Tue	19	Aug	31
2084	3265	3265	3265	3265	3265	30013968	2010	26777078896	<USER> and I successfully went 2 for 2 on the traffic tickets this week . 	0	1	3	0	1	0	3	3.2	Fri Oct 08 19:09:23 +0000 2010	Quito	Fri	14	Oct	8
2085	3270	3270	3270	3270	3270	28333766	2010	15282609627	Stupid cramps ! Sittin&#39; here contemplating doing my hair . Bored . Trying to entertain myself and not succeeding too well . 	0	3	1	1	0	0	2	2.6	Wed Jun 02 22:56:11 +0000 2010	America/Chicago	Wed	18	Jun	2
2086	3271	3271	3271	3271	3271	28333766	2009	5893285077	SO GLAD TODAY IS FRIDAY;;NEED SOMETHING TO DO THIS WEEKEND;;TEXT IT 409 . 291 . 0653 [[LIVE LIKE YOU WERE DYING]]	0	1	3	0	1	0	3	3.2	Fri Nov 20 16:21:30 +0000 2009	America/Chicago	Fri	10	Nov	20
2087	3272	3272	3272	3272	3272	283352322	2016	775495000587063296	What a song to play after pruning our trees today . #NowPlaying Lilac Wine by Jeff Buckley  ♫  <URL>	0	0	5	0	0	0	3	3.0	Tue Sep 13 00:43:10 +0000 2016	Eastern Time (US & Canada)	Mon	20	Sep	12
2088	3273	3273	3273	3273	3273	283352322	2013	315819852495466496	<USER> <USER> <USER> where 's the link for the petition ? 	2	3	0	0	0	0	2	1.6	Sun Mar 24 13:38:15 +0000 2013	Eastern Time (US & Canada)	Sun	9	Mar	24
2089	3274	3274	3274	3274	3274	28346145	2009	1914182063	Going to the Nile to wrestle crocodiles . Or if you wanna be technical , to read a book out by the pool . 	0	2	3	0	0	0	3	2.6	Mon May 25 17:18:10 +0000 2009	Central Time (US & Canada)	Mon	12	May	25
2090	3275	3275	3275	3275	3275	28346145	2009	4658935639	Mushrooms are stupid . And anyone who likes them is stupid also . 	0	3	2	0	0	0	2	2.4	Tue Oct 06 16:35:28 +0000 2009	Central Time (US & Canada)	Tue	12	Oct	6
2091	3278	3278	3278	3278	3278	302351723	2013	393188474993790976	Way too excited for Saturday !  😊🍻👗😬🍹🍸 	2	4	0	0	0	0	2	1.6666666666666667	Thu Oct 24 01:33:32 +0000 2013	Atlantic Time (Canada)	Wed	22	Oct	23
2092	3279	3279	3279	3279	3279	302351723	2012	215146272418578432	when people dislike you for no reason at all<<< #getalife	5	1	0	0	0	0	1	1.1666666666666667	Tue Jun 19 18:17:23 +0000 2012	Atlantic Time (Canada)	Tue	14	Jun	19
2093	3282	3282	3282	3282	3282	30247831	2013	407971298925477888	Te quiero pa' mi , pa' hacerte el desayuno todos los dias	0	1	1	1	3	0	5	4.0	Tue Dec 03 20:35:12 +0000 2013	Quito	Tue	16	Dec	3
2094	3290	3290	3290	3290	3290	283152453	2017	898717108548272128	 😩❤ ️ ❤ ️ just always come home to us <URL>	3	1	1	0	1	0	1	2.1666666666666665	Sat Aug 19 01:23:50 +0000 2017	Central Time (US & Canada)	Fri	20	Aug	18
2095	3291	3291	3291	3291	3291	283152453	2017	922807406605881344	<USER> Love you very much . Very glad such a funny , sweet , and caring person is still here to make a differenc… <URL>	2	1	1	2	0	0	1	2.5	Tue Oct 24 12:50:05 +0000 2017	Central Time (US & Canada)	Tue	8	Oct	24
2096	3294	3294	3294	3294	3294	283253196	2015	678275062743638016	who am i if i do n't know myself ? 	2	1	2	1	0	0	1	2.333333333333333	Sat Dec 19 18:05:51 +0000 2015	Central Time (US & Canada)	Sat	12	Dec	19
2097	3295	3295	3295	3295	3295	283253196	2016	728777294953783296	#dateline is so addictive	0	1	5	0	0	0	3	2.833333333333333	Sat May 07 02:43:41 +0000 2016	Central Time (US & Canada)	Fri	22	May	6
2098	3298	3298	3298	3298	3298	282390544	2012	218412991392124928	<USER> It 's your fault seeing as how you tried to poke me . But , I guess I 'll forgive you . 	0	2	1	2	0	0	2	3.0	Thu Jun 28 18:38:09 +0000 2012	Central Time (US & Canada)	Thu	14	Jun	28
2099	3299	3299	3299	3299	3299	282390544	2012	226561597357817858	Decreased my mile time today by more than a minute !  🏃🏃🏃  #makingprogress	0	3	1	0	1	0	2	2.8	Sat Jul 21 06:17:48 +0000 2012	Central Time (US & Canada)	Sat	1	Jul	21
2100	3302	3302	3302	3302	3302	2824678417	2017	881687869080739840	<USER> , just finished SOUL OF THE WORLD & you 've officially earned yourself a spot among my fantasy favorites ! I am still blown away . 	0	0	2	3	0	0	4	3.6	Mon Jul 03 01:35:43 +0000 2017	Pacific Time (US & Canada)	Sun	19	Jul	2
2101	3303	3303	3303	3303	3303	2824678417	2016	756160984826335232	My review for Ithaca by Patrick Dillon is up ! I was too excited to wait on this one , thanks again <USER> ! <URL>	0	0	4	1	0	0	3	3.2	Thu Jul 21 16:16:42 +0000 2016	Pacific Time (US & Canada)	Thu	9	Jul	21
2102	3306	3306	3306	3306	3306	3018706812	2015	623962792308019200	<USER> What are you guys doing ? 	3	2	1	1	0	0	1	2.0	Wed Jul 22 21:08:17 +0000 2015	Central Time (US & Canada)	Wed	16	Jul	22
2103	3307	3307	3307	3307	3307	3018706812	2016	779170945965621249	I'm earning #mPLUSRewards in mPLUS Places . <URL>	0	3	4	0	0	0	3	2.571428571428572	Fri Sep 23 04:10:04 +0000 2016	Central Time (US & Canada)	Thu	23	Sep	22
2104	3310	3310	3310	3310	3310	3021835009	2015	588902195816374275	<USER> is the queen . Bow the fuck down . #renewbackstrom	1	3	1	1	1	0	2	2.7142857142857144	Fri Apr 17 03:09:59 +0000 2015	Pacific Time (US & Canada)	Thu	20	Apr	16
2105	3311	3311	3311	3311	3311	3021835009	2015	580030609508036608	Fucking seagulls everywhere . 	1	4	1	0	1	0	2	2.4285714285714284	Mon Mar 23 15:37:28 +0000 2015	Pacific Time (US & Canada)	Mon	9	Mar	23
2106	3314	3314	3314	3314	3314	30227100	2014	461940978983895040	<USER> can she just pick up the cards and then being em back when we are done . Ntl day of prayer is today so she can come when over . 	0	2	1	4	0	0	4	3.2857142857142856	Thu May 01 18:51:26 +0000 2014	Atlantic Time (Canada)	Thu	15	May	1
2107	3315	3315	3315	3315	3315	30227100	2009	1541364138	So far this morning I have done a load of laundry , made cinnamon rolls and coffee and taken Savannah to school . . . ALL BEFORE 7 : 30 ! Go me ! 	0	1	0	1	5	0	5	4.428571428571429	Fri Apr 17 11:50:16 +0000 2009	Atlantic Time (Canada)	Fri	8	Apr	17
2108	3318	3318	3318	3318	3318	29859592	2014	532238858579345408	<USER> So who do you want out of the guys to guest star on #TheMccarthys	0	3	4	0	0	0	3	2.571428571428572	Tue Nov 11 18:30:07 +0000 2014	Quito	Tue	14	Nov	11
2109	3319	3319	3319	3319	3319	29859592	2016	725128901979193344	<USER> I'm pretty sure he helps define every episode . #teamseveride	3	4	0	0	0	0	2	1.5714285714285714	Wed Apr 27 01:06:17 +0000 2016	Quito	Tue	20	Apr	26
2110	3322	3322	3322	3322	3322	298697536	2011	81179554412105728	<USER> Hmmm . No , I require ice . 	2	2	2	1	0	0	1	2.2857142857142856	Thu Jun 16 02:01:28 +0000 2011	Central Time (US & Canada)	Wed	21	Jun	15
2111	3323	3323	3323	3323	3323	298697536	2013	338058527589412865	<USER> why such a hater ? Lol	4	1	2	0	0	0	1	1.7142857142857142	Fri May 24 22:26:48 +0000 2013	Central Time (US & Canada)	Fri	17	May	24
2112	3324	3324	3324	3324	3324	29871516	2014	481888823832354816	<USER> <USER> thanks for a great year Danny and <USER> ca n't wait for many , many more ! Much love . 	1	2	4	0	0	0	3	2.4285714285714284	Wed Jun 25 19:57:03 +0000 2014	Mountain Time (US & Canada)	Wed	15	Jun	25
2113	3325	3325	3325	3325	3325	29871516	2013	394349432981827584	<USER> do your employees receive any training regarding layaways ? Went to 3 clerks , the 4th finally had even seen a layaway before . #fail	0	2	3	2	0	0	3	3.0	Sun Oct 27 06:26:46 +0000 2013	Mountain Time (US & Canada)	Sun	1	Oct	27
2114	3326	3326	3326	3326	3326	296840627	2015	554096019609485313	Drinking a Mango Weizen by Northwest Brewing Company at <USER> — <URL>	0	0	3	3	0	0	3	3.5	Sun Jan 11 02:02:40 +0000 2015	Arizona	Sat	19	Jan	10
2115	3327	3327	3327	3327	3327	296840627	2015	630920223575543808	<USER> We 'll be starting ours with you guys tomorrow night . Looking forward to it ! 	2	4	0	0	0	0	2	1.6666666666666667	Tue Aug 11 01:54:37 +0000 2015	Arizona	Mon	19	Aug	10
2116	3328	3328	3328	3328	3328	297086049	2012	176509653348384768	Sometimes I wish you would get arrested and taken to jail . Then maybe you 'd realize how stupid you are . 	0	4	1	1	0	0	2	2.5	Mon Mar 05 03:29:15 +0000 2012	Quito	Sun	22	Mar	4
2117	3329	3329	3329	3329	3329	297086049	2012	189813014650822656	I'm so excited for this Shinedown concert !  Even though I feel like shit . . . haha . 	0	1	4	1	0	0	3	3.0	Tue Apr 10 20:32:03 +0000 2012	Quito	Tue	16	Apr	10
2118	3330	3330	3330	3330	3330	297142742	2014	429891456459763712	<USER> at least I did n't start the apocalypse	3	3	0	0	0	0	1	1.5	Sun Feb 02 08:18:04 +0000 2014	America/Los_Angeles	Sun	0	Feb	2
2119	3331	3331	3331	3331	3331	297142742	2012	285454867370229760	Oh god watching mighty morphing power rangers #the90s #wuteven	0	1	5	0	0	0	3	2.833333333333333	Sun Dec 30 18:38:38 +0000 2012	America/Los_Angeles	Sun	11	Dec	30
2120	3332	3332	3332	3332	3332	2972213533	2016	690011384592089088	<USER> did u get a tip jar… I missed ur broadcast 😕 	1	5	0	0	0	0	2	1.8333333333333333	Thu Jan 21 03:21:48 +0000 2016	Pacific Time (US & Canada)	Wed	19	Jan	20
2121	3333	3333	3333	3333	3333	2972213533	2016	715718115754049536	<USER> he can be a Calvin Klein model 😂😍🔥 	0	3	3	0	0	0	2	2.5	Fri Apr 01 01:51:10 +0000 2016	Pacific Time (US & Canada)	Thu	19	Mar	31
2122	3336	3336	3336	3336	3336	28614025	2017	874209467411386368	Giving a man who claimed his hate was performance art this platform ? #ShameonNBC <URL>	0	3	3	0	0	0	2	2.5	Mon Jun 12 10:19:13 +0000 2017	Eastern Time (US & Canada)	Mon	5	Jun	12
2123	3337	3337	3337	3337	3337	28614025	2016	774817071054061572	<USER> <USER> <USER> yet you 're unbothered by Eric 's photoshop lies ? 	0	1	2	2	1	0	3	3.5	Sun Sep 11 03:49:19 +0000 2016	Eastern Time (US & Canada)	Sat	23	Sep	10
2124	3342	3342	3342	3342	3342	28642488	2011	64963666679828480	between the royal wedding and the celebration in New York this morning it has been a good week for miniature flag manufacturers	0	0	4	2	0	0	3	3.333333333333333	Mon May 02 08:05:19 +0000 2011	London	Mon	9	May	2
